80	5	15.4	0.395	1.3	3.2	0.1	0.5	0.6	0.9	1.8	0.5	1.4	1.6	1	0.1	1.4	2.3	3.2	31	49	6.4	-0.013	0
10	0	4.3	0.44	1.1	2.5	0.4	1.1	0.2	0.2	1.1	0.4	0.7	0.1	0.3	0.1	0.2	0.6	2.8	8	2	22	0.146	0
17	0	8.5	0.605	1.4	2.2	0	0	0.1	0.4	2.1	1.1	1	0.1	0.1	0.4	0.1	1.5	2.8	9	8	15.6	0.155	0
29	1	9.2	0.4	1	2.4	0	0	0.4	0.7	2.3	0.6	1.7	0.1	0.1	0.2	0.4	0.6	2.3	14	15	9.1	0.013	0
26	0	6.1	0.426	0.9	2.1	0	0	0.5	1.6	1.1	0.5	0.6	0.1	0.2	0.2	0.4	0.5	2.3	20	6	8	-0.054	0
29	0	6	0.388	0.9	2.3	0.1	0.4	0.3	0.4	1.3	0.4	0.9	0.3	0.2	0.2	0.4	1.2	2.2	16	13	10.1	0.026	0
23	0	9.2	0.404	1	2.5	0	0	0.1	0.3	1.9	0.7	1.2	0.7	0.3	0.3	0.6	1.8	2.1	10	13	7.6	0.004	0
23	1	7	0.5	0.7	1.3	0	0	0.7	1.2	1.6	0.5	1.1	0.3	0.1	0.4	0.3	1.3	2	14	9	12.2	0.115	0
30	0	4.8	0.442	0.8	1.7	0.1	0.3	0.3	0.4	0.6	0.1	0.5	0.3	0.2	0	0.4	0.4	1.9	14	16	9	-0.036	0
5	0	7	0.25	0.8	3.2	0.2	1	0	0	1	0.2	0.8	0.8	0.2	0	0.8	0.8	1.8	3	2	-2.4	-0.23	0
39	0	9.5	0.358	0.7	2.1	0	0.4	0.3	0.6	0.8	0.2	0.6	0.3	0.1	0.1	0.5	1.1	1.8	24	15	0.7	-0.062	0
46	0	7.3	0.402	0.7	1.8	0	0	0.2	0.6	1.7	0.7	1	0.2	0.1	0.5	0.4	1.2	1.6	29	17	7.4	0.007	1
33	0	5.5	0.455	0.6	1.3	0	0.1	0.3	0.7	1.5	0.8	0.7	0.2	0.2	0.1	0.2	0.9	1.5	23	10	13.8	0.144	0
16	0	4.6	0.158	0.4	2.4	0.1	1.1	0.4	0.5	0.5	0.3	0.2	0.3	0.2	0	0.1	0.8	1.3	6	10	-1.6	-0.174	0
24	0	5.3	0.3	0.4	1.3	0.1	0.3	0.3	0.4	0.5	0.2	0.3	0.4	0.1	0	0.3	0.5	1.1	12	12	4.8	-0.013	0
14	0	2.4	0.385	0.4	0.9	0	0	0.2	0.6	0.5	0.4	0.1	0.4	0.1	0	0.6	0.5	0.9	7	7	4.2	-0.219	0
6	0	1.5	0	0	0.2	0	0	0	0	0.7	0.2	0.5	0	0.3	0	0	0.2	0	1	5	15.5	0.155	0
57	55	35.4	0.456	6.1	13.4	1	2.6	3.5	4.2	4.4	1	3.4	4	1.2	0.2	2	2.4	16.8	23	34	18	0.114	1
78	23	29.8	0.376	4.6	12.1	1.1	3.3	1.5	2.2	2.9	0.7	2.3	2.1	0.4	0.1	1.7	2.3	11.8	30	48	7.9	-0.03	0
65	2	25.1	0.427	4.1	9.6	1.5	4.1	1.8	2.2	3.9	0.8	3.1	0.8	0.5	0.8	1.6	2.8	11.6	35	30	12.8	0.057	0
78	43	27	0.422	4.1	9.7	0.7	1.8	1.9	2.7	4.5	1.2	3.3	1.3	0.9	0.9	1.8	2.5	10.8	20	58	12.4	0.011	0
82	12	22.9	0.434	3.7	8.4	0.8	2.3	2	2.3	2.7	0.6	2.1	2.8	0.6	0.3	1.9	2.2	10.1	32	50	14	0.058	0
63	22	22.1	0.503	3.8	7.6	0	0	1.3	1.8	5	2.3	2.7	0.4	0.3	1.2	0.7	3	9	24	39	17.1	0.118	1
6	2	22.8	0.439	3	6.8	0.3	1.2	2	2.5	3.3	0.5	2.8	0.8	0.5	0.2	0.8	1.2	8.3	4	2	12.1	0.108	0
82	5	18.7	0.531	3	5.6	0	0.1	1.4	2.3	5.1	1.8	3.3	0.6	0.6	0.2	0.9	2.7	7.4	32	50	15.7	0.121	0
82	1	18	0.525	2.5	4.9	0	0	1.7	2.5	5.2	2.2	2.9	0.8	0.8	0.9	1.1	2.9	6.8	51	31	17.6	0.153	1
79	2	16.6	0.395	2.6	6.7	0.6	2.1	0.9	1.1	2.1	0.4	1.7	3.3	0.4	0	1.8	1.2	6.8	39	38	11.5	-0.004	0
67	35	17.4	0.464	2.7	5.9	0.4	1.1	0.8	1.3	1.9	0.6	1.3	0.4	0.6	0.3	0.6	1.8	6.6	24	43	11.4	0.055	0
78	25	23.5	0.418	2.4	5.8	0.1	0.4	1.5	2.4	3.7	0.9	2.8	3.8	1.6	0.1	1.8	2.3	6.4	21	57	13.1	0.064	1
42	0	14.8	0.41	1.9	4.6	0.9	2.3	1.3	1.4	1.2	0.2	1	0.9	0.3	0	0.5	1.2	6	19	23	13	0.134	0
10	0	17.5	0.368	1.4	3.8	0.3	0.8	2.5	2.8	3.1	1.2	1.9	3.2	1.4	0.1	1.2	2	5.6	2	8	18.3	0.148	1
81	31	18.7	0.455	2	4.5	0	0	1.4	1.8	5.4	1.6	3.8	0.5	0.6	0.5	1.2	2.5	5.5	30	51	12.3	0.07	0
72	4	13.4	0.475	1.9	3.9	0	0	1.5	2.4	3.7	1.2	2.5	0.6	0.6	1.1	1.3	2.3	5.2	44	28	14.8	0.11	0
68	1	15.6	0.505	2	4	0.1	0.4	0.8	1.3	4.3	1.4	2.9	0.6	0.8	0.6	0.7	2.1	4.9	28	40	16.1	0.125	0
56	14	12.1	0.528	1.8	3.4	0	0.2	1	1.5	1.3	0.7	0.7	0.4	0.7	0.1	0.4	0.8	4.6	36	20	15.2	0.124	0
60	16	16.5	0.424	1.6	3.9	0.9	2.1	0.5	0.7	1.5	0.5	1.1	1.2	0.4	0.1	0.7	1.6	4.6	33	27	9.4	0.098	0
52	9	14.9	0.382	1.7	4.4	0.3	0.9	0.9	1.6	2	0.5	1.5	1.6	0.6	0.1	1.1	1.4	4.5	19	33	9.2	0.002	0
72	2	15.1	0.422	1.7	4.1	0.6	1.9	0.4	0.5	1.7	0.3	1.3	1.9	0.6	0.1	1	1.1	4.4	37	35	10.8	0.038	0
59	19	12.8	0.538	1.5	2.9	0	0	1.3	2	3.1	0.8	2.2	0.3	0.4	0.6	0.8	2.3	4.4	15	44	13.2	0.083	0
63	2	11.4	0.446	1.3	2.8	0	0	1.7	2.3	3.4	1.5	1.9	0.2	0.2	0.3	0.7	1.7	4.2	19	44	14.6	0.116	0
61	0	11	0.579	1.6	2.8	0	0	0.9	1.7	2.9	1	1.8	0.2	0.2	0.3	0.5	1.5	4.2	33	28	14.6	0.122	0
46	3	12.1	0.469	1.6	3.5	0.4	1.1	0.2	0.4	1.8	0.7	1.1	0.5	0.1	0.2	0.5	1.5	3.9	19	27	9.7	0.063	0
67	1	12.9	0.423	1.5	3.6	0.4	1.3	0.3	0.4	1.4	0.3	1.1	3.3	0.5	0	1.1	1.1	3.7	24	43	14.1	0.05	0
71	4	12.2	0.426	1.5	3.6	0.2	0.6	0.3	0.6	2.2	0.5	1.7	0.8	0.5	0.2	0.8	1.4	3.6	42	29	8.5	0.047	0
58	8	11.5	0.508	1.1	2.2	0	0	1	1.3	2.3	0.8	1.5	0.2	0.2	0.7	0.4	2.1	3.3	20	38	12.3	0.117	0
23	5	8.8	0.378	1.2	3.2	0.3	1.1	0.4	0.6	0.9	0.3	0.7	0.4	0.3	0.1	0.6	1	3.2	16	7	7.5	0.015	0
56	5	11.3	0.544	1.2	2.2	0	0	0.7	1.2	2.7	1	1.6	0.2	0.2	0.5	0.6	1.4	3.1	28	28	12.2	0.091	0
43	4	12.4	0.417	1.3	3.1	0	0	0.4	0.8	2.5	1	1.5	0.3	0.2	0.5	0.5	1.7	2.9	19	24	8	0.025	0
61	8	8.1	0.556	1.2	2.2	0	0	0.4	0.6	1.3	0.6	0.7	0.2	0.3	0.1	0.4	0.8	2.9	31	30	13	0.095	0
42	0	8.5	0.381	1.1	3	0.3	1.2	0.3	0.4	0.9	0.3	0.6	0.4	0.4	0.1	0.4	0.5	2.8	16	26	9	-0.006	0
68	0	11.6	0.367	1	2.6	0.3	0.8	0.5	0.6	1.8	0.6	1.2	1	0.4	0.1	0.6	1.1	2.7	22	46	9	0.024	0
44	5	7.6	0.462	1	2.1	0	0.2	0.5	0.9	1.3	0.5	0.8	0.4	0.3	0	0.4	1.3	2.5	15	29	9.4	0.045	0
27	0	6.9	0.556	0.7	1.3	0	0	0.9	1.5	1.1	0.4	0.7	0	0.1	0.3	0.6	1.5	2.4	8	19	8.5	0.04	0
32	1	6.7	0.314	0.7	2.2	0.2	0.5	0.6	1	0.7	0	0.6	0.2	0.1	0.1	0.5	0.8	2.2	26	6	2.9	-0.06	0
16	0	7.4	0.313	0.6	2	0	0	0.7	1.1	1.3	0.4	0.9	0.6	0.4	0.5	0.5	1.6	1.9	4	12	7.3	-0.003	0
49	0	9.2	0.327	0.7	2	0.1	0.6	0.5	0.8	0.8	0.2	0.7	1.7	0.4	0.1	0.6	1	1.9	29	20	8.6	0.024	0
28	3	6	0.367	0.6	1.8	0	0	0.6	1	1.6	0.6	1	0	0.1	0.4	0.4	1.2	1.9	5	23	8.5	-0.011	0
14	0	11.9	0.3	0.6	2.1	0.1	0.4	0.4	0.4	1.1	0.4	0.6	1.2	0.4	0	0.9	0.6	1.8	8	6	4.5	-0.032	0
17	0	4.9	0.5	0.6	1.3	0	0	0.5	0.8	1.4	0.6	0.7	0.2	0.1	0	0.4	0.7	1.8	5	12	12.8	0.085	0
30	0	5.7	0.365	0.6	1.7	0.2	0.5	0.2	0.4	1	0.4	0.7	0.2	0.1	0	0.5	0.7	1.7	7	23	5	-0.07	0
13	0	7.9	0.467	0.5	1.2	0.2	0.5	0.4	0.5	0.8	0.2	0.7	0.4	0.2	0.1	0.5	0.8	1.7	4	9	6.9	0.045	0
31	0	5.8	0.423	0.7	1.7	0	0	0.2	0.3	1.4	0.7	0.7	0.2	0.2	0.2	0.3	0.9	1.6	14	17	11.2	0.066	0
35	1	5.5	0.36	0.5	1.4	0.4	1.1	0.1	0.1	0.7	0.1	0.6	0.2	0.1	0	0.1	0.6	1.5	20	15	7.7	0.091	0
2	0	3.5	0.333	0.5	1.5	0	0	0	0	1.5	0.5	1	1	0	0	0	1	1	2	0	16.6	0.168	0
80	80	34.6	0.43	7.3	17.1	0.7	2.6	4.9	5.6	4.4	0.9	3.5	2.4	1	0.9	2.9	1.5	20.3	19	61	15.8	0.04	1
79	31	27.3	0.429	4.7	11	0.5	1.6	2.7	3.6	4.5	1.2	3.3	1.2	0.6	0.5	1.6	2.5	12.7	23	56	12.7	0.025	0
80	52	28.2	0.427	4	9.4	0.3	1	2.2	3	4.7	1.3	3.5	1.5	0.6	0.6	2	2.5	10.5	19	61	9.8	0.003	0
81	77	31.4	0.499	4.1	8.2	0	0.1	1.9	2.6	9.7	3.1	6.6	1.5	0.7	0.9	1.7	3.3	10.1	37	44	14.7	0.103	1
53	46	26.1	0.428	3.6	8.3	0.6	1.7	1.7	2.3	2.6	0.4	2.2	4.2	0.8	0	1.7	1.6	9.4	14	39	12.6	0.038	0
59	19	24.4	0.381	3.3	8.7	1.3	4	0.8	1	3	0.3	2.7	1.3	0.4	0.2	1.1	2.7	8.8	9	50	7.9	-0.013	0
66	49	25	0.421	3.3	7.9	0.1	0.3	1.8	2.2	5.2	1.6	3.6	0.8	0.5	0.8	1.4	2.3	8.6	24	42	11.3	0.022	0
74	22	21	0.539	3.6	6.6	0.1	0.3	1	1.4	4.2	1.6	2.6	0.8	1	0.1	0.9	1.7	8.2	38	36	16.5	0.14	0
42	0	16.9	0.616	3.2	5.2	0	0	1.7	2.6	4.9	2.3	2.6	0.5	0.4	0.2	0.6	2.3	8.1	32	10	21.4	0.251	0
17	7	26.5	0.436	3	6.9	0.2	0.4	1.9	2.4	3.4	0.5	2.9	7.5	1	0.2	2.1	1.5	8.1	2	15	16.2	0.077	0
57	2	19	0.401	2.7	6.7	0.1	0.3	2.2	2.7	2.3	0.6	1.7	2.8	0.9	0.1	1.4	2	7.6	41	16	13.8	0.09	0
75	2	15.4	0.439	2.8	6.4	0.5	1.3	1.3	1.7	1.5	0.3	1.2	0.8	0.5	0.1	1.3	1.7	7.5	36	39	11.6	0.017	0
35	16	19.6	0.438	3	6.9	0.3	0.9	1	1.5	3.6	1.1	2.5	0.9	0.4	0.5	0.8	2.4	7.3	8	27	11.7	0.038	0
74	31	20.7	0.482	2.4	5	0	0	1.8	2.6	5.6	2.4	3.3	1.1	0.9	0.9	1.2	2.3	6.6	31	43	15.5	0.12	1
79	35	22.8	0.374	2.3	6.2	0.1	0.5	1.1	1.4	3.7	1	2.7	1.4	1	0.3	1.1	2.4	5.8	21	58	8.3	-0.005	0
73	14	19	0.468	2.2	4.8	0.1	0.6	1.2	1.6	3.9	1.7	2.3	1.1	0.8	0.1	0.7	1.8	5.8	29	44	13.6	0.1	0
73	29	17.5	0.538	2.2	4.2	0	0	1.1	1.8	4.4	1.6	2.8	0.4	0.4	1.5	1	2.6	5.6	28	45	12.8	0.069	0
50	0	13.6	0.421	2	4.7	0.2	0.7	1.4	2.1	2.2	0.5	1.7	1	0.4	0	1.1	0.9	5.6	25	25	11	0.004	0
16	4	18.9	0.451	2	4.4	0	0	1.2	2	3.3	1.6	1.7	0.2	0.8	1.4	0.9	2.2	5.2	3	13	11.7	0.041	0
51	0	11.9	0.413	1.8	4.4	0.7	2.1	0.8	1	1.1	0.3	0.8	1.7	0.3	0.1	0.9	1.4	5.2	36	15	13.1	0.112	0
71	8	13.1	0.459	2.1	4.5	0.1	0.3	0.5	0.8	3.2	1	2.3	0.6	0.2	0.6	0.8	1.8	4.7	33	38	11.6	0.033	0
69	1	13.6	0.484	1.6	3.2	0	0	1.4	2.2	3	1.4	1.6	0.4	0.4	0.3	0.9	2.3	4.5	56	13	11.3	0.128	0
76	1	14.6	0.455	1.9	4.1	0.1	0.2	0.7	1.1	3	1	2	0.3	0.3	0.7	0.6	1.9	4.5	38	38	10.7	0.067	0
61	1	10	0.505	1.7	3.3	0	0	0.9	1.6	2.8	1.1	1.6	0.7	0.3	0.3	0.9	1.9	4.3	23	38	13.9	0.006	0
56	6	15.4	0.401	1.7	4.2	0.1	0.6	0.7	0.9	1	0.2	0.8	2	0.5	0	1	1.3	4.2	25	31	7.7	-0.007	0
26	0	10.3	0.561	1.8	3.2	0	0.1	0.6	0.8	3.4	1.3	2.1	0.4	0.3	0.4	0.5	1	4.1	5	21	19.6	0.148	0
38	6	9.9	0.554	1.6	2.9	0	0	0.7	1.1	2.6	1	1.6	0.2	0.2	0.6	0.3	0.9	4	22	16	17.2	0.142	0
57	1	11.2	0.533	1.6	3	0.2	0.4	0.6	0.9	2.1	0.6	1.5	0.7	0.5	0.2	0.6	0.8	3.9	39	18	15.4	0.126	0
75	9	12.9	0.411	1.3	3.2	0.1	0.6	0.9	1.2	1.8	0.5	1.3	0.7	0.4	0.1	0.5	1.1	3.7	55	20	10.2	0.092	0
6	0	8	0.364	1.3	3.7	0.2	0.7	0.8	1	1.3	0.7	0.7	0	0	0.2	0	0.3	3.7	6	0	11.8	0.042	0
38	2	8.5	0.408	1.3	3.3	0	0	0.5	0.7	1.6	0.6	1.1	0.3	0.2	0.4	0.4	1.2	3.2	12	26	9.8	-0.012	0
33	0	7.3	0.387	1.1	2.8	0.5	1.2	0.2	0.3	0.4	0.1	0.3	0.5	0.2	0	0.4	0.5	2.9	15	18	8.2	-0.002	0
33	0	8.2	0.315	0.9	2.8	0.2	0.8	0.3	0.6	0.8	0.3	0.6	0.9	0.4	0.2	0.3	1.1	2.2	23	10	6.2	-0.031	0
15	0	6.3	0.359	0.9	2.6	0.2	0.8	0.1	0.1	0.5	0.1	0.5	0.9	0.3	0	0.3	0.7	2.1	13	2	8.3	0.028	0
52	3	10.7	0.471	0.8	1.7	0	0	0.3	0.5	2.6	1	1.6	0.3	0.2	0.2	0.5	1.6	1.9	14	38	7.9	0.037	0
17	0	4.4	0.28	0.4	1.5	0.1	0.6	0.6	0.7	0.6	0	0.6	0.6	0.1	0	0.5	0.3	1.6	8	9	7	-0.066	0
9	0	7.8	0.375	0.7	1.8	0	0	0.2	0.4	2.8	1.6	1.2	0.2	0	0.3	0.9	2.1	1.6	4	5	4	-0.031	0
8	0	3.5	0.6	0.8	1.3	0	0.1	0	0	1.3	0.3	1	0.3	0.1	0	0.3	0.1	1.5	3	5	20.3	0.131	0
9	0	4.3	0.267	0.4	1.7	0.1	0.4	0.4	0.7	0.2	0	0.2	0.3	0.1	0	0.2	0.6	1.4	9	0	2	-0.081	0
70	1	9.9	0.379	0.6	1.5	0	0.1	0.2	0.5	2	0.8	1.2	0.6	0.3	0.4	0.6	1.1	1.3	35	35	6.6	-0.003	0
14	0	3.1	0.261	0.4	1.6	0.2	0.9	0	0	0.4	0	0.4	0.1	0	0.2	0.3	0.3	1.1	5	9	-1.9	-0.234	0
11	0	3.3	0.25	0.5	1.8	0	0	0	0	1.1	0.4	0.7	0.3	0.1	0.1	0	0.3	0.9	3	8	11	0.009	0
10	0	2.8	0.273	0.3	1.1	0	0.6	0	0	0	0	0	0.2	0.1	0.1	0.3	1	0.6	9	1	-8.6	-0.226	0
82	75	30.7	0.53	4.3	8.1	0	0	3.4	4.6	7.4	2.5	4.9	1.7	0.8	1.1	2	3.2	11.9	24	58	16.7	0.121	1
82	82	38	0.438	6.9	15.6	1.8	4.6	3	3.4	3.8	0.7	3.1	3.2	1.1	0.2	2.8	2.5	18.5	24	58	14.2	0.052	0
81	80	37	0.475	7.1	14.9	0.2	0.9	2.4	3.1	3.9	1.2	2.7	6.3	0.8	0.2	2.5	1.5	16.8	40	41	16	0.078	1
78	65	34.3	0.456	5.3	11.6	1.7	4.3	3.8	4.5	2.6	0.6	2	2.8	1	0.4	2.1	2.2	16.1	19	59	14.9	0.082	0
82	65	32.5	0.398	5.3	13.4	0.4	1.6	4.3	5.2	4.9	2.2	2.7	5.3	1.3	0.2	3.3	2.3	15.3	23	59	15.2	0.035	1
81	19	24.8	0.472	5.6	11.8	0.4	1	2.3	3	5.4	1.4	4.1	1	0.5	0.5	1.5	2.3	13.9	43	38	17.2	0.081	0
82	75	30.5	0.531	5.5	10.3	0	0	2.1	2.6	8.1	2.7	5.4	1	0.5	1.8	1.8	3.1	13	34	48	17.9	0.112	1
72	12	26.5	0.43	3.7	8.6	1.5	3.4	2.9	3.2	1.8	0.2	1.6	3.5	0.6	0	1.7	1.9	11.8	30	42	14.9	0.128	0
81	37	25.3	0.459	3.9	8.5	0	0.2	3.3	4.1	9.1	3.4	5.7	1	0.4	0.6	1.5	2.5	11.1	24	57	18.3	0.124	1
82	56	28.1	0.497	4.3	8.7	0	0.1	2.4	3.5	7.4	2.9	4.5	1.1	0.6	0.7	1.8	3.8	11.1	17	65	13.9	0.057	0
82	82	32	0.42	3.4	8.1	1.4	3.8	1.8	2.4	2.8	0.5	2.3	4.9	2	0.1	2	2.9	10	43	39	13.3	0.095	0
7	0	18.6	0.52	3.7	7.1	0	0	1.4	1.9	4.6	1.4	3.1	0.9	0.4	0.7	0.4	1.4	8.9	2	5	19.8	0.157	0
77	42	25.2	0.45	3.2	7	1.1	2.6	1	1.2	2.3	0.2	2.1	1.2	1	0.2	0.9	2	8.4	56	21	10.7	0.108	0
75	19	24	0.423	3.2	7.7	1	2.8	0.6	0.9	3.1	0.5	2.7	0.9	0.5	0.5	1	1.7	8.1	33	42	9	0.024	0
63	22	17.9	0.462	3.2	6.8	0	0.1	1.6	2.2	5.8	2	3.7	0.8	0.7	1.2	1.3	2.2	7.9	21	42	16.9	0.069	0
79	2	16	0.502	3.2	6.4	0	0.1	1.3	1.7	3.7	1.6	2.2	0.4	0.3	0.7	0.6	2.3	7.7	41	38	17.9	0.146	0
66	30	19.9	0.393	2.4	6.2	1	2.9	1.5	1.8	4.7	1.6	3.1	0.8	0.7	0.3	1	2.4	7.4	28	38	13.6	0.09	0
82	52	25.8	0.462	2.8	6	0	0	1.7	2.3	5.9	2.3	3.6	1.1	1.1	0.5	1.2	2.5	7.2	34	48	12.3	0.092	0
70	42	14.4	0.471	2.8	6	0	0	1.4	2.1	3.5	1.6	1.8	0.7	0.3	1.1	0.8	3.1	7.1	29	41	16.1	0.102	1
75	14	15.2	0.494	2.5	5.2	0	0	1.4	2.2	3.9	1.6	2.3	0.3	0.4	1	0.8	2.1	6.5	17	58	17	0.084	0
28	2	14.7	0.448	2	4.5	1.1	2.6	0.9	1	2	0.5	1.5	0.5	0.5	0.1	0.5	1.7	6.1	14	14	13.4	0.119	0
77	7	16.5	0.403	1.9	4.8	0.3	0.9	1.5	1.9	2.1	0.4	1.7	1.8	0.6	0.3	1	1.9	5.7	52	25	11.6	0.08	0
51	5	15.1	0.412	2.2	5.2	0.3	0.8	1.1	1.6	1.7	0.4	1.3	2.1	0.7	0	1.4	1.6	5.7	13	38	10.1	-0.028	0
76	63	19.3	0.438	2.5	5.7	0	0	0.5	0.8	4.6	1.4	3.1	0.6	0.7	0.7	0.6	2.7	5.6	21	55	11.3	0.055	0
79	76	18.4	0.446	2	4.6	0.8	2.1	0.5	0.7	2.8	1.1	1.7	0.9	0.6	0.5	0.6	1.8	5.4	52	27	12.9	0.123	0
56	19	20.8	0.459	2	4.4	0.6	1.7	0.7	1	2.3	0.6	1.8	1.8	0.8	0.4	1.2	1.4	5.3	17	39	10.2	0.049	0
44	3	13.3	0.46	1.8	4	0.1	0.3	1.2	1.4	1.1	0.3	0.8	1.2	0.3	0.2	0.7	0.8	4.9	15	29	12.2	0.046	0
59	0	12.1	0.416	1.7	4.2	0.3	0.8	1	1.4	1.9	0.7	1.2	0.7	0.3	0.5	0.9	1.8	4.7	23	36	10.1	0.03	0
48	7	11.8	0.508	2	3.9	0	0	0.8	1.1	2.9	1	1.8	0.4	0.3	0.6	0.5	1.5	4.7	27	21	15.2	0.112	0
2	0	11.5	0.3	1.5	5	0.5	2	1	1	2	0.5	1.5	0.5	0.5	0	0	1	4.5	1	1	10.8	0.037	0
55	1	13.2	0.393	1.6	4.1	0.4	1	0.9	1.2	1.9	0.6	1.3	2	0.5	0.1	1.3	1.6	4.5	31	24	9.8	0.005	0
53	13	14.5	0.633	1.8	2.8	0	0	0.8	2.1	4.5	1.4	3.1	0.2	0.2	1.1	0.8	1.8	4.3	11	42	14.1	0.079	1
53	0	12.4	0.365	1.3	3.6	0.1	0.5	1.6	1.9	1.1	0.2	0.9	1.5	0.3	0	1.1	1.5	4.3	34	19	8.2	0.019	0
