Josh McRoberts,0,3.5,0.6,0.8,1.3,0,0.1,0,0,1.3,0.3,1,0.3,0.1,0,0.3,0.1,1.5,3,5,20.3,0.131,0
Morris Almond,0,4.3,0.267,0.4,1.7,0.1,0.4,0.4,0.7,0.2,0,0.2,0.3,0.1,0,0.2,0.6,1.4,9,0,2,-0.081,0
Dominic McGuire,1,9.9,0.379,0.6,1.5,0,0.1,0.2,0.5,2,0.8,1.2,0.6,0.3,0.4,0.6,1.1,1.3,35,35,6.6,-0.003,0
Demetris Nichols,0,3.1,0.261,0.4,1.6,0.2,0.9,0,0,0.4,0,0.4,0.1,0,0.2,0.3,0.3,1.1,5,9,-1.9,-0.234,0
Marcus Williams,0,3.3,0.25,0.5,1.8,0,0,0,0,1.1,0.4,0.7,0.3,0.1,0.1,0,0.3,0.9,3,8,11,0.009,0
Sun ,0,2.8,0.273,0.3,1.1,0,0.6,0,0,0,0,0,0.2,0.1,0.1,0.3,1,0.6,9,1,-8.6,-0.226,0
O. J. Mayo,82,38,0.438,6.9,15.6,1.8,4.6,3,3.4,3.8,0.7,3.1,3.2,1.1,0.2,2.8,2.5,18.5,24,58,14.2,0.052,0
Eric Gordon,65,34.3,0.456,5.3,11.6,1.7,4.3,3.8,4.5,2.6,0.6,2,2.8,1,0.4,2.1,2.2,16.1,19,59,14.9,0.082,0
Michael Beasley,19,24.8,0.472,5.6,11.8,0.4,1,2.3,3,5.4,1.4,4.1,1,0.5,0.5,1.5,2.3,13.9,43,38,17.2,0.081,0
D. J. Augustin,12,26.5,0.43,3.7,8.6,1.5,3.4,2.9,3.2,1.8,0.2,1.6,3.5,0.6,0,1.7,1.9,11.8,30,42,14.9,0.128,0
Jason Thompson,56,28.1,0.497,4.3,8.7,0,0.1,2.4,3.5,7.4,2.9,4.5,1.1,0.6,0.7,1.8,3.8,11.1,17,65,13.9,0.057,0
Mario Chalmers,82,32,0.42,3.4,8.1,1.4,3.8,1.8,2.4,2.8,0.5,2.3,4.9,2,0.1,2,2.9,10,43,39,13.3,0.095,0
D.J. White,0,18.6,0.52,3.7,7.1,0,0,1.4,1.9,4.6,1.4,3.1,0.9,0.4,0.7,0.4,1.4,8.9,2,5,19.8,0.157,0
Courtney Lee,42,25.2,0.45,3.2,7,1.1,2.6,1,1.2,2.3,0.2,2.1,1.2,1,0.2,0.9,2,8.4,56,21,10.7,0.108,0
Brandon Rush,19,24,0.423,3.2,7.7,1,2.8,0.6,0.9,3.1,0.5,2.7,0.9,0.5,0.5,1,1.7,8.1,33,42,9,0.024,0
Anthony Randolph,22,17.9,0.462,3.2,6.8,0,0.1,1.6,2.2,5.8,2,3.7,0.8,0.7,1.2,1.3,2.2,7.9,21,42,16.9,0.069,0
Marreese Speights,2,16,0.502,3.2,6.4,0,0.1,1.3,1.7,3.7,1.6,2.2,0.4,0.3,0.7,0.6,2.3,7.7,41,38,17.9,0.146,0
Ryan Anderson,30,19.9,0.393,2.4,6.2,1,2.9,1.5,1.8,4.7,1.6,3.1,0.8,0.7,0.3,1,2.4,7.4,28,38,13.6,0.09,0
Luc Mbah a Moute,52,25.8,0.462,2.8,6,0,0,1.7,2.3,5.9,2.3,3.6,1.1,1.1,0.5,1.2,2.5,7.2,34,48,12.3,0.092,0
JaVale McGee,14,15.2,0.494,2.5,5.2,0,0,1.4,2.2,3.9,1.6,2.3,0.3,0.4,1,0.8,2.1,6.5,17,58,17,0.084,0
Danilo Gallinari,2,14.7,0.448,2,4.5,1.1,2.6,0.9,1,2,0.5,1.5,0.5,0.5,0.1,0.5,1.7,6.1,14,14,13.4,0.119,0
George Hill,7,16.5,0.403,1.9,4.8,0.3,0.9,1.5,1.9,2.1,0.4,1.7,1.8,0.6,0.3,1,1.9,5.7,52,25,11.6,0.08,0
Mike Taylor,5,15.1,0.412,2.2,5.2,0.3,0.8,1.1,1.6,1.7,0.4,1.3,2.1,0.7,0,1.4,1.6,5.7,13,38,10.1,-0.028,0
Darrell Arthur,63,19.3,0.438,2.5,5.7,0,0,0.5,0.8,4.6,1.4,3.1,0.6,0.7,0.7,0.6,2.7,5.6,21,55,11.3,0.055,0
Nicolas Batum,76,18.4,0.446,2,4.6,0.8,2.1,0.5,0.7,2.8,1.1,1.7,0.9,0.6,0.5,0.6,1.8,5.4,52,27,12.9,0.123,0
Kyle Weaver,19,20.8,0.459,2,4.4,0.6,1.7,0.7,1,2.3,0.6,1.8,1.8,0.8,0.4,1.2,1.4,5.3,17,39,10.2,0.049,0
Chris Douglas-Roberts,3,13.3,0.46,1.8,4,0.1,0.3,1.2,1.4,1.1,0.3,0.8,1.2,0.3,0.2,0.7,0.8,4.9,15,29,12.2,0.046,0
Joe Alexander,0,12.1,0.416,1.7,4.2,0.3,0.8,1,1.4,1.9,0.7,1.2,0.7,0.3,0.5,0.9,1.8,4.7,23,36,10.1,0.03,0
Kosta Koufos,7,11.8,0.508,2,3.9,0,0,0.8,1.1,2.9,1,1.8,0.4,0.3,0.6,0.5,1.5,4.7,27,21,15.2,0.112,0
Joey Crawford,0,11.5,0.3,1.5,5,0.5,2,1,1,2,0.5,1.5,0.5,0.5,0,0,1,4.5,1,1,10.8,0.037,0
Goran Dragi?,1,13.2,0.393,1.6,4.1,0.4,1,0.9,1.2,1.9,0.6,1.3,2,0.5,0.1,1.3,1.6,4.5,31,24,9.8,0.005,0
Jerryd Bayless,0,12.4,0.365,1.3,3.6,0.1,0.5,1.6,1.9,1.1,0.2,0.9,1.5,0.3,0,1.1,1.5,4.3,34,19,8.2,0.019,0
JJ Hickson,0,11.4,0.515,1.6,3.1,0,0,0.7,1.1,2.7,0.8,1.8,0.1,0.2,0.5,0.7,1.3,4,49,13,12.5,0.101,0
Donté Greene,4,13.2,0.326,1.4,4.3,0.5,1.8,0.5,0.6,1.6,0.3,1.2,0.5,0.3,0.3,0.7,1.2,3.8,11,44,5.2,-0.074,0
Malik Hairston,0,10.3,0.49,1.6,3.3,0,0.1,0.1,0.5,1.9,0.7,1.1,0.9,0.4,0.5,0.8,1.3,3.3,10,5,12,0.045,0
Robin Lopez,7,10.2,0.518,1.2,2.3,0,0,0.8,1.1,2,0.9,1.1,0.1,0.2,0.7,0.5,1.6,3.2,32,28,11.6,0.083,0
Sean Singletary,2,8.2,0.365,0.8,2.3,0.3,0.7,0.5,0.6,0.9,0.3,0.7,0.8,0.3,0,0.6,1.2,2.4,19,18,6.7,0.006,0
Alexis Ajinça,4,5.9,0.362,0.8,2.2,0,0.1,0.6,0.9,1,0.3,0.7,0.1,0.2,0.2,0.4,1.1,2.3,11,20,7,-0.018,0
Darnell Jackson,2,8.4,0.43,0.7,1.7,0,0,0.5,0.7,1.7,0.6,1.1,0.2,0.2,0.1,0.3,1.5,1.9,41,10,7.2,0.094,0
Sonny Weems,0,4.6,0.32,0.7,2.1,0,0.3,0.3,0.7,0.3,0,0.3,0.3,0.1,0,0.5,0.7,1.6,8,4,-3.9,-0.225,0
Walter Sharpe,0,2.5,0.364,0.5,1.4,0,0.3,0,0.3,0.4,0,0.4,0,0,0.3,0,0.4,1,6,2,4.8,-0.131,0
J. R. Giddens,0,1.3,0.667,0.3,0.5,0,0,0,0,0.5,0.3,0.2,0,0.2,0,0.2,0.2,0.7,3,3,26,0.201,0
Joey Dorsey,0,2,0.5,0.3,0.7,0,0,0,0,0.3,0,0.3,0.3,0,0,0,0,0.7,2,1,16.1,0.156,0
Nathan Jawai,0,3.2,0.25,0.2,0.7,0,0,0,0,0.3,0.2,0.2,0,0,0,0.3,0.5,0.3,2,4,-7.6,-0.233,0
Tyreke Evans,72,37.2,0.458,7.4,16.2,0.5,2,4.8,6.5,5.3,0.9,4.4,5.8,1.5,0.4,3,2.8,20.1,23,49,18.2,0.097,0
Brandon Jennings,82,32.6,0.371,5.5,14.8,1.8,4.7,2.7,3.3,3.4,0.6,2.8,5.7,1.3,0.2,2.4,2.3,15.5,46,36,14.5,0.075,0
Marcus Thornton,17,25.6,0.451,5.5,12.1,1.6,4.3,2,2.4,2.9,1,1.9,1.5,0.8,0.2,1,1.7,14.5,33,40,17.4,0.103,0
Jonny Flynn,81,28.9,0.417,4.9,11.8,1,2.7,2.8,3.3,2.4,0.3,2.1,4.4,1,0,2.9,1.2,13.5,15,66,13,0.002,0
Darren Collison,37,27.8,0.477,4.9,10.4,0.6,1.5,1.9,2.3,2.5,0.5,2,5.7,1,0.1,2.7,1.2,12.4,34,42,16.5,0.067,0
Omri Casspi,31,25.1,0.446,3.9,8.7,1,2.6,1.5,2.3,4.5,1,3.6,1.2,0.7,0.2,1.3,1.6,10.3,24,53,13,0.063,0
Jonas Jerebko,73,27.9,0.481,3.6,7.5,0.5,1.4,1.6,2.2,6,2.4,3.6,0.7,1,0.4,1,2.9,9.3,26,54,13.9,0.095,0
Taj Gibson,70,26.9,0.494,3.8,7.7,0,0,1.4,2.1,7.5,2.8,4.7,0.9,0.6,1.3,1.4,3.4,9,41,41,13.8,0.103,0
Chase Budinger,4,20.1,0.441,3.4,7.6,1.2,3.4,0.9,1.2,3,0.5,2.5,1.2,0.5,0.1,0.6,1.1,8.9,38,36,14.1,0.1,0
Toney Douglas,12,19.4,0.458,3.2,7,1.2,3.1,1,1.2,1.9,0.7,1.2,2,0.8,0.1,1,2.1,8.6,22,34,14.9,0.097,0
Tyler Hansbrough,1,17.6,0.36,2.8,7.8,0,0.1,2.9,3.9,4.8,2.1,2.7,1,0.6,0.3,0.7,2.4,8.5,11,18,14.6,0.07,0
Terrence Williams,9,22.6,0.401,3.3,8.3,0.4,1.3,1.3,1.8,4.5,0.6,3.9,2.9,0.6,0.1,1.6,1.6,8.4,10,68,11.5,-0.007,0
Ty Lawson,8,20.2,0.515,3.1,6,0.5,1.3,1.6,2.2,1.9,0.6,1.3,3.1,0.7,0,1.3,1.4,8.3,42,23,16.4,0.135,0
DeJuan Blair,23,18.2,0.556,3.4,6,0,0,1.1,2,6.4,2.4,4,0.8,0.6,0.5,1.4,2.7,7.8,50,32,17.7,0.147,0
Sam Young,1,16.5,0.451,2.8,6.2,0.1,0.7,1.7,2.2,2.5,1,1.6,0.7,0.4,0.3,1.2,1.3,7.4,39,41,13,0.044,0
A.J.Price,2,15.4,0.41,2.6,6.3,1.1,3.1,1.1,1.3,1.6,0.2,1.4,1.9,0.6,0.1,1.1,0.9,7.3,23,33,14,0.065,0
Rodrigue Beaubois,16,12.5,0.518,2.8,5.3,0.8,2,0.8,0.9,1.4,0.2,1.2,1.3,0.5,0.2,1,1.5,7.1,36,20,18.5,0.134,0
Wayne Ellington,1,18.2,0.424,2.5,5.9,0.8,2.1,0.8,0.9,2.1,0.4,1.7,1,0.3,0.1,1,0.9,6.6,15,61,9.6,0.014,0
Jordan Hill,0,13.3,0.493,2.1,4.3,0,0,1,1.4,3.7,1.6,2.1,0.4,0.3,0.4,0.6,2,5.2,18,29,15,0.105,0
Austin Daye,4,13.3,0.464,2,4.3,0.4,1.4,0.7,0.8,2.5,0.5,2,0.5,0.4,0.4,0.7,1.7,5.1,22,47,12.8,0.067,0
Eric Maynor,2,15.7,0.418,1.9,4.5,0.3,0.9,0.6,0.9,1.6,0.3,1.3,3.3,0.5,0.1,1,1.4,4.7,53,28,11.8,0.071,0
Jodie Meeks,0,12,0.388,1.7,4.5,0.7,2.2,0.5,0.7,1.7,0.2,1.5,0.7,0.3,0.1,0.4,0.9,4.7,23,37,10.8,0.06,0
Jermaine Taylor,4,9.8,0.378,1.5,3.8,0.2,0.7,1.1,1.5,1.5,0.7,0.8,0.5,0.3,0.1,0.6,0.5,4.1,13,18,11.4,0.015,0
James Johnson,11,11.6,0.452,1.5,3.2,0.2,0.7,0.8,1.1,2,0.5,1.4,0.7,0.3,0.7,1,1.9,3.9,30,35,10.4,0.054,0
Dante Cunningham,2,11.2,0.495,1.7,3.4,0,0,0.5,0.8,2.5,0.9,1.7,0.2,0.4,0.3,0.2,1.5,3.9,37,26,14.3,0.129,0
Derrick Brown,0,9.4,0.463,1.2,2.6,0,0.1,0.8,1.3,1.4,0.5,0.8,0.3,0.4,0.2,0.3,0.9,3.3,34,23,12.6,0.114,0
Hasheem Thabeet,13,13,0.588,1.1,1.9,0,0,0.8,1.4,3.6,1.3,2.3,0.2,0.2,1.3,0.6,2.4,3.1,32,36,12.9,0.109,0
DaJuan Summers,0,9.2,0.354,1,3,0.3,1,0.6,0.9,1,0.3,0.7,0.4,0.2,0.2,0.4,1.2,3,13,31,7.5,0.002,0
DeMarre Carroll,1,11.2,0.396,1.2,3.1,0,0.1,0.5,0.7,2.1,0.7,1.4,0.5,0.4,0.1,0.3,1.5,2.9,34,37,8.5,0.031,0
Jon Brockman,4,12.6,0.534,1.1,2,0,0,0.7,1.2,4.1,2,2.1,0.4,0.3,0.1,0.4,2.2,2.8,15,37,12.4,0.125,0
Earl Clark,0,7.5,0.371,1.1,3,0,0.1,0.5,0.7,1.2,0.4,0.9,0.4,0.1,0.3,0.5,0.5,2.7,36,15,8.5,-0.033,0
Jeff Ayres,4,10.4,0.662,1.1,1.7,0,0,0.5,0.5,2.5,0.6,1.9,0,0.2,0.4,0.3,1.9,2.7,23,16,12.1,0.156,0
Gerald Henderson Jr.,0,8.3,0.356,0.9,2.4,0.1,0.4,0.8,1.1,1.3,0.3,0.9,0.3,0.2,0.2,0.3,0.6,2.6,27,16,9.7,0.056,0
Patty Mills,0,3.9,0.417,1,2.4,0.2,0.4,0.4,0.7,0.2,0.1,0.1,0.5,0,0,0.4,0.6,2.6,5,5,11.9,-0.036,0
Lester Hudson,0,5.2,0.396,0.8,2.1,0.2,0.6,0.4,0.5,0.7,0.3,0.4,0.5,0.3,0.1,0.6,0.5,2.3,18,7,13.2,0.029,0
Danny Green,0,5.8,0.385,0.8,2,0.3,1.1,0.2,0.3,0.9,0.4,0.5,0.3,0.3,0.2,0.3,0.5,2,14,6,12.3,0.083,0
Taylor Griffin,0,4,0.4,0.5,1.3,0,0.3,0.3,0.5,0.3,0,0.3,0.1,0,0.3,0.1,0.5,1.3,6,2,5.2,-0.093,0
Byron Mullens,0,4.2,0.368,0.5,1.5,0,0,0,0,0.8,0.2,0.5,0.1,0.2,0,0.3,1,1.1,10,3,0.7,-0.077,0
Jordan Crawford,18,24.5,0.384,4.6,11.9,0.8,3,1.7,2,2.5,0.7,1.8,2.8,0.9,0.1,2,1.5,11.7,17,25,11.8,-0.026,0
Landry Fields,81,31,0.497,3.6,7.3,1,2.7,1.4,1.8,6.4,1.3,5.1,1.9,1,0.2,1.3,1.4,9.7,42,40,13.5,0.1,0
Greg Monroe,48,27.8,0.551,3.8,6.9,0,0,1.8,2.9,7.5,3.1,4.4,1.3,1.2,0.6,1,2.5,9.4,30,50,18,0.143,0
Wesley Johnson,63,26.2,0.397,3.4,8.6,1.3,3.7,0.8,1.2,3,0.6,2.4,1.9,0.7,0.7,1.2,2.1,9,17,62,10.2,0.03,0
Ed Davis,17,24.6,0.576,3.3,5.7,0,0,1.1,2,7.1,2.6,4.5,0.6,0.6,1,0.7,2.8,7.7,16,49,15.8,0.119,0
Evan Turner,14,23,0.425,2.9,6.8,0.2,0.6,1.3,1.6,3.9,0.5,3.4,2,0.6,0.2,1,1.8,7.2,40,38,10.8,0.06,0
Derrick Favors,27,19.7,0.517,2.8,5.3,0,0,1.3,2.2,5.3,2.2,3.1,0.5,0.4,0.9,1,3.2,6.8,25,53,13.8,0.091,0
Eric Bledsoe,25,22.7,0.424,2.5,6,0.4,1.4,1.2,1.6,2.8,0.8,1.9,3.6,1.1,0.3,2.4,1.6,6.7,32,49,10.8,0.008,0
Patrick Patterson,6,16.7,0.558,2.9,5.1,0,0,0.6,0.8,3.8,1.7,2.2,0.8,0.3,0.7,0.6,1.5,6.3,29,23,16.7,0.134,0
Al-Farouq Aminu,14,17.9,0.394,2,5,0.6,1.8,1.1,1.5,3.3,0.9,2.4,0.7,0.7,0.3,1.3,1.5,5.6,31,50,9.6,0.022,0
Trevor Booker,14,16.4,0.549,2.1,3.9,0,0,1,1.6,3.9,1.5,2.4,0.5,0.4,0.6,0.6,1.8,5.3,15,50,15.3,0.119,0
Damion James,9,16.1,0.447,1.8,4.1,0,0.1,0.7,1.1,3.4,0.7,2.7,0.8,0.6,0.5,1,1.4,4.4,7,18,10.1,0.015,0
Xavier Henry,16,13.9,0.406,1.7,4.2,0.1,0.4,0.9,1.4,1,0.2,0.7,0.5,0.3,0.1,0.3,1.3,4.3,19,19,7,0.021,0
Larry Sanders,12,14.5,0.433,1.9,4.5,0,0,0.5,0.8,3,1,2,0.3,0.4,1.2,0.6,2,4.3,28,32,11,0.057,0
Ekpe Udoh,18,17.8,0.437,1.7,3.8,0,0,0.7,1.1,3.1,1.4,1.7,0.7,0.4,1.5,0.8,2.5,4.1,28,30,9.7,0.032,0
Luke Harangody,0,13.1,0.383,1.6,4.2,0.3,1.3,0.4,0.5,2.9,0.8,2.1,0.6,0.3,0.3,0.3,1.6,3.9,29,20,10.1,0.048,0
Lazar Hayward,0,10,0.357,1.3,3.7,0.4,1.4,0.8,1,1.7,0.5,1.1,0.7,0.3,0.2,0.5,1,3.8,10,32,10.8,0.035,0
Jeremy Evans,3,9.4,0.661,1.6,2.3,0,0,0.5,0.8,2,0.7,1.2,0.5,0.3,0.3,0.4,1,3.6,22,27,18.8,0.167,0
James Anderson,2,11,0.383,1.2,3.1,0.7,1.8,0.5,0.7,0.9,0.1,0.8,0.7,0.1,0.2,0.5,0.9,3.6,17,9,8.5,0.051,0
Greivis Vásquez,1,12.3,0.408,1.4,3.3,0.4,1.2,0.5,0.6,1,0.2,0.9,2.2,0.3,0.1,1,1.2,3.6,41,29,9.4,0.03,0
Devin Ebanks,0,5.9,0.412,1.1,2.6,0.1,0.3,0.9,1.2,1.4,0.8,0.6,0.1,0.2,0.3,0.3,0.4,3.1,15,5,14.4,0.036,0
Lance Stephenson,0,9.6,0.333,1.1,3.3,0,0.4,0.9,1.2,1.5,0.1,1.4,1.8,0.3,0,1.3,1.2,3.1,3,9,5.5,-0.093,0
Armon Johnson,0,7.3,0.455,1.2,2.7,0.1,0.3,0.3,0.6,0.9,0.3,0.7,1.2,0.1,0,1,0.8,2.9,20,18,9.3,-0.044,0
Quincy Pondexter,6,11.1,0.406,1.1,2.7,0.3,0.8,0.4,0.5,1.3,0.3,1,0.4,0.3,0.2,0.2,1,2.8,35,31,8.5,0.06,0
Craig Brackins,0,11,0.25,1.3,5.3,0,1.7,0,0,1.3,0.7,0.7,0.3,0.3,0,0,1,2.7,0,3,0.1,-0.154,0
Kevin Séraphin,1,10.9,0.449,1.1,2.5,0,0,0.4,0.5,2.6,1.4,1.2,0.2,0.3,0.5,0.7,2.2,2.7,15,43,8.4,0.017,0
Pape Sy,0,7,0.333,0.7,2,0,0.3,1,1,1,0.7,0.3,0.7,0.3,0,1,0.3,2.3,0,3,9.2,-0.047,0
Dominique Jones,0,7.5,0.311,0.8,2.5,0,0.2,0.8,0.9,1.4,0.3,1.1,1.1,0.3,0.2,0.6,0.4,2.3,10,8,10.6,0.007,0
Derrick Caracter,0,5.2,0.485,0.8,1.6,0,0,0.4,0.6,1,0.5,0.6,0.2,0.1,0.2,0.5,1.1,2,29,12,11,0.057,0
Willie Warren,0,7.1,0.371,0.7,1.8,0.3,0.8,0.3,0.4,0.6,0.1,0.6,1.4,0.3,0,0.4,0.8,1.9,5,14,10.8,0.065,0
Avery Bradley,0,5.4,0.343,0.8,2.2,0,0.2,0.2,0.4,0.6,0.1,0.4,0.4,0.3,0,0.5,0.7,1.7,21,10,2.2,-0.139,0
Andy Rautins,0,4.8,0.429,0.6,1.4,0.2,0.8,0.2,0.4,0.2,0,0.2,0.6,0.2,0,1.4,0,1.6,2,3,-1.2,-0.314,0
Luke Babbitt,0,5.7,0.273,0.6,2.3,0.1,0.7,0.1,0.4,1.3,0.3,1,0.3,0.1,0.1,0.3,0.6,1.5,11,13,1,-0.143,0
Dexter Pittman,0,5.5,0.333,0.5,1.5,0,0,0,0,1.5,0.5,1,0,0,0,1,1,1,2,0,-6.4,-0.246,0
Cole Aldrich,0,7.8,0.533,0.4,0.8,0,0,0.1,0.2,1.9,0.7,1.2,0.2,0.3,0.4,0.4,1.7,1,11,7,7,0.066,0
Hamady N'Diaye,0,4.9,0.8,0.3,0.3,0,0,0.4,0.8,0.4,0.1,0.3,0,0.1,0.3,0.2,1.1,0.9,3,13,5.3,0.046,0
Solomon Alabi,0,4.9,0.2,0.3,1.3,0,0,0,0.2,1.2,0.6,0.6,0.2,0.2,0.2,0.3,0.4,0.5,1,11,2,-0.142,0
Brandon Knight,60,32.2,0.415,4.8,11.7,1.6,4.2,1.6,2.1,3.2,0.5,2.7,3.8,0.7,0.2,2.6,2.3,12.8,25,41,11.7,0.029,0
MarShon Brooks,47,29.4,0.428,4.9,11.4,0.8,2.7,2,2.6,3.6,1.3,2.3,2.3,0.9,0.3,2.1,2.1,12.6,18,38,12.9,0.022,0
Kemba Walker,25,27.2,0.366,4.3,11.6,1,3.4,2.5,3.2,3.5,0.5,3.1,4.4,0.9,0.3,1.8,1.2,12.1,7,59,14.9,0.009,0
Kenneth Faried,39,22.5,0.586,3.9,6.7,0,0,2.4,3.6,7.7,3.1,4.6,0.8,0.7,1,1.2,2.5,10.2,27,19,21.9,0.212,0
Iman Shumpert,35,28.9,0.401,3.6,9.1,0.8,2.7,1.5,1.8,3.2,0.7,2.4,2.8,1.7,0.1,1.9,2.9,9.5,34,25,10.8,0.068,0
Chandler Parsons,57,28.6,0.452,3.9,8.7,1,2.8,0.7,1.2,4.8,1.4,3.3,2.1,1.2,0.5,1.3,2.3,9.5,33,30,13.3,0.09,0
Derrick Williams,15,21.5,0.412,3.1,7.5,0.6,2.1,2.1,3,4.7,1.2,3.5,0.6,0.5,0.5,1.2,1.4,8.8,26,40,12.9,0.059,0
Tristan Thompson,25,23.7,0.439,3.2,7.4,0,0,1.8,3.2,6.5,3.1,3.4,0.5,0.5,1,1.4,2.2,8.2,18,42,13.3,0.038,0
Jimmer Fredette,7,18.6,0.386,2.8,7.3,1.3,3.5,0.7,0.8,1.2,0.3,0.9,1.8,0.5,0,1.1,1.2,7.6,20,41,10.8,0.012,0
Markieff Morris,7,19.5,0.399,2.8,6.9,0.7,2,1.2,1.7,4.4,1.1,3.3,1,0.7,0.7,1.1,2.8,7.4,31,32,12.1,0.059,0
Alec Burks,0,15.9,0.429,2.6,6.1,0.3,0.8,1.8,2.4,2.2,1,1.3,0.9,0.5,0.1,0.9,1.4,7.2,33,26,14,0.076,0
Norris Cole,2,19.4,0.393,2.7,6.9,0.3,1.2,1,1.3,1.4,0.3,1.1,2,0.7,0,1.6,1.9,6.8,46,19,7.9,0,0
Charles Jenkins,28,17.5,0.447,2.5,5.7,0.1,0.4,0.7,0.8,1.3,0.2,1.2,3.3,0.6,0.1,1.2,1.7,5.8,15,36,12.4,0.028,0
Nikola Vu?evi?,15,15.9,0.45,2.6,5.7,0.1,0.2,0.4,0.7,4.8,1.7,3.1,0.6,0.4,0.7,0.6,2.2,5.5,26,25,14.3,0.109,0
Bismack Biyombo,41,23.1,0.464,2,4.4,0,0,1.1,2.3,5.8,1.8,4,0.4,0.3,1.8,1.1,2.3,5.2,7,56,10.6,0.019,0
Tobias Harris,9,11.4,0.467,1.9,4,0.1,0.5,1,1.3,2.4,0.7,1.7,0.5,0.3,0.2,0.7,1.1,5,21,21,14.2,0.087,0
Jeremy Tyler,23,13.5,0.421,2.1,5,0,0,0.7,1.2,3.3,1.3,2,0.4,0.4,0.5,0.9,2,4.9,14,28,10.4,-0.014,0
Jon Leuer,12,12.1,0.508,2.1,4.2,0.1,0.2,0.5,0.6,2.6,1,1.6,0.5,0.3,0.4,0.4,1.5,4.7,22,24,15.3,0.122,0
Jan Veselý,20,18.9,0.537,2.1,3.8,0,0,0.6,1.1,4.4,1.8,2.6,0.8,0.7,0.6,1.1,2.7,4.7,19,38,11.5,0.076,0
Chris Singleton,51,21.7,0.372,1.8,4.7,0.7,1.9,0.5,0.7,3.5,0.7,2.9,0.7,1.1,0.5,0.6,2.7,4.6,20,46,8.3,0.052,0
Enes Kanter,0,13.2,0.496,1.8,3.6,0,0,1.1,1.6,4.2,1.6,2.6,0.1,0.3,0.3,0.8,1.3,4.6,36,30,14.5,0.095,0
Jordan Williams,5,14.8,0.507,1.8,3.5,0,0,1,1.5,3.6,1.5,2.1,0.3,0.5,0.3,0.5,1.4,4.6,10,33,14.5,0.101,0
Jordan Hamilton,2,9.9,0.432,1.8,4.3,0.7,1.8,0.1,0.2,2.4,0.4,2,0.8,0.2,0.1,0.6,0.6,4.4,14,12,13.9,0.055,0
Josh Harrellson,4,14.6,0.423,1.7,4,0.5,1.6,0.4,0.7,3.9,1.3,2.6,0.3,0.6,0.5,0.5,1.3,4.4,18,19,13.7,0.127,0
Andrew Goudelock,0,10.5,0.391,1.7,4.4,0.7,1.9,0.3,0.3,0.8,0.1,0.7,0.5,0.1,0,0.5,0.8,4.4,24,16,8.4,0.011,0
Lavoy Allen,15,15.2,0.473,1.9,4.1,0,0,0.3,0.3,4.2,1.1,3,0.8,0.3,0.4,0.5,1.8,4.1,22,19,12.7,0.124,0
Nolan Smith,4,12.3,0.372,1.5,4.1,0.3,1,0.5,0.6,1.3,0.4,0.9,1.4,0.4,0.1,1,1.3,3.8,17,27,7.8,-0.029,0
Shelvin Mack,0,12.2,0.4,1.4,3.4,0.2,0.7,0.7,0.9,1.4,0.2,1.3,2,0.4,0,0.8,0.8,3.6,20,44,11.9,0.042,0
Malcolm Lee,0,12.8,0.39,1.2,3.1,0.1,0.5,0.7,0.9,1.4,0.5,0.9,1.6,0.4,0.2,0.9,1.2,3.3,3,16,9.3,0.024,0
JaJuan Johnson,0,8.3,0.446,1.5,3.4,0,0,0.2,0.3,1.6,0.6,1.1,0.2,0.1,0.4,0.4,0.7,3.2,21,15,11.4,0.032,0
Reggie Jackson,0,11.1,0.321,1.1,3.5,0.3,1.4,0.6,0.6,1.2,0.3,0.9,1.6,0.6,0,0.8,0.7,3.1,34,11,9.2,0.011,0
E'Twaun Moore,0,8.7,0.381,1.1,3,0.4,1.2,0.2,0.2,0.9,0.1,0.8,0.9,0.3,0.1,0.6,0.9,2.9,24,14,8.8,0.031,0
Darius Morris,0,8.9,0.429,0.9,2.2,0.2,0.5,0.3,0.5,0.8,0.1,0.7,1.1,0.1,0,1,0.8,2.4,7,12,5.2,-0.045,0
Trey Thompkins,0,5,0.393,1,2.5,0.2,0.5,0.2,0.3,1,0.2,0.8,0.1,0.1,0.1,0.3,0.4,2.4,16,8,12,0.004,0
Marcus Morris,0,7.4,0.296,0.9,3.2,0.1,1,0.4,0.5,0.9,0.3,0.6,0.2,0.1,0.1,0.2,0.7,2.4,8,9,3.8,-0.083,0
Josh Selby,0,8.5,0.347,0.9,2.6,0.1,0.5,0.4,0.5,0.5,0.1,0.5,1.1,0.3,0,1,0.6,2.3,18,10,3.3,-0.105,0
Vernon Macklin,0,5.9,0.543,0.8,1.5,0,0,0.3,0.6,1.5,0.6,0.9,0.2,0.2,0.2,0.1,0.4,2,5,18,18.2,0.161,0
Cory Joseph,1,9.2,0.314,0.8,2.4,0.1,0.5,0.4,0.6,0.9,0.2,0.7,1.2,0.2,0.1,0.4,0.6,2,21,8,6.9,0.001,0
Justin Harper,0,6,0.29,0.6,2.2,0.1,0.9,0,0.1,0.9,0.2,0.6,0.1,0.1,0.2,0.4,0.4,1.4,7,7,1.7,-0.145,0
Travis Leslie,0,4.6,0.357,0.5,1.4,0,0,0.4,0.9,0.9,0.6,0.3,0.5,0.2,0.2,0.2,0.4,1.4,5,5,14.6,0.06,0
